,Academic Year,County Code,District Code,County Name,District Name,Adjusted Cumulative Enrollment,Stability Count,Stability Rate (percent),Non-Stability Count,Non-Stability Rate (percent)
0,2017-18,1,10017.0,Alameda,Alameda County Office of Education,4279,2771,64.8,1508,35.2
1,2017-18,1,61119.0,Alameda,Alameda Unified,11644,10897,93.6,747,6.4
2,2017-18,1,61127.0,Alameda,Albany City Unified,3780,3550,93.9,230,6.1
3,2017-18,1,61143.0,Alameda,Berkeley Unified,10613,9983,94.1,630,5.9
4,2017-18,1,31609.0,Alameda,California School for the Blind (State Special Schl),66,45,68.2,21,31.8
5,2017-18,1,31617.0,Alameda,California School for the Deaf-Fremont (State Special Schl),405,353,87.2,52,12.8
6,2017-18,1,61150.0,Alameda,Castro Valley Unified,9544,8977,94.1,567,5.9
7,2017-18,1,75093.0,Alameda,Dublin Unified,11788,10984,93.2,804,6.8
8,2017-18,1,61168.0,Alameda,Emery Unified,748,660,88.2,88,11.8
9,2017-18,1,61176.0,Alameda,Fremont Unified,37033,33925,91.6,3108,8.4
10,2017-18,1,61192.0,Alameda,Hayward Unified,23936,21561,90.1,2375,9.9
11,2017-18,1,61200.0,Alameda,Livermore Valley Joint Unified,14201,13115,92.4,1086,7.6
12,2017-18,1,61218.0,Alameda,Mountain House Elementary,25,16,64.0,9,36.0
13,2017-18,1,61242.0,Alameda,New Haven Unified,11978,11161,93.2,817,6.8
14,2017-18,1,61234.0,Alameda,Newark Unified,6163,5633,91.4,530,8.6
15,2017-18,1,61259.0,Alameda,Oakland Unified,52571,46852,89.1,5719,10.9
16,2017-18,1,61275.0,Alameda,Piedmont City Unified,2662,2606,97.9,56,2.1
17,2017-18,1,75101.0,Alameda,Pleasanton Unified,15426,14414,93.4,1012,6.6
18,2017-18,1,61291.0,Alameda,San Leandro Unified,9331,8522,91.3,809,8.7
19,2017-18,1,61309.0,Alameda,San Lorenzo Unified,12028,10957,91.1,1071,8.9
20,2017-18,1,75119.0,Alameda,Sunol Glen Unified,300,287,95.7,13,4.3
21,2017-18,2,10025.0,Alpine,Alpine County Office of Education,*,*,*,*,*
22,2017-18,2,61333.0,Alpine,Alpine County Unified,90,73,81.1,17,18.9
23,2017-18,3,10033.0,Amador,Amador County Office of Education,278,200,71.9,78,28.1
24,2017-18,3,73981.0,Amador,Amador County Unified,4214,3618,85.9,596,14.1
25,2017-18,4,61382.0,Butte,Bangor Union Elementary,104,63,60.6,41,39.4
26,2017-18,4,61408.0,Butte,Biggs Unified,684,570,83.3,114,16.7
27,2017-18,4,10041.0,Butte,Butte County Office of Education,1701,1023,60.1,678,39.9
28,2017-18,4,61424.0,Butte,Chico Unified,14915,13243,88.8,1672,11.2
29,2017-18,4,61432.0,Butte,Durham Unified,1067,976,91.5,91,8.5
30,2017-18,4,61440.0,Butte,Feather Falls Union Elementary,97,69,71.1,28,28.9
31,2017-18,4,61457.0,Butte,Golden Feather Union Elementary,263,149,56.7,114,43.3
32,2017-18,4,75507.0,Butte,Gridley Unified,2175,1921,88.3,254,11.7
33,2017-18,4,61499.0,Butte,Manzanita Elementary,301,289,96.0,12,4.0
34,2017-18,4,61507.0,Butte,Oroville City Elementary,2921,2381,81.5,540,18.5
35,2017-18,4,61515.0,Butte,Oroville Union High,2354,1852,78.7,502,21.3
36,2017-18,4,61523.0,Butte,Palermo Union Elementary,1390,1186,85.3,204,14.7
37,2017-18,4,61531.0,Butte,Paradise Unified,4547,3761,82.7,786,17.3
38,2017-18,4,73379.0,Butte,Pioneer Union Elementary,84,43,51.2,41,48.8
39,2017-18,4,61549.0,Butte,Thermalito Union Elementary,1705,1407,82.5,298,17.5
40,2017-18,5,61556.0,Calaveras,Bret Harte Union High,715,596,83.4,119,16.6
41,2017-18,5,10058.0,Calaveras,Calaveras County Office of Education,639,416,65.1,223,34.9
42,2017-18,5,61564.0,Calaveras,Calaveras Unified,3184,2613,82.1,571,17.9
43,2017-18,5,61572.0,Calaveras,Mark Twain Union Elementary,874,758,86.7,116,13.3
44,2017-18,5,61580.0,Calaveras,Vallecito Union,632,544,86.1,88,13.9
45,2017-18,6,10066.0,Colusa,Colusa County Office of Education,44,7,15.9,37,84.1
46,2017-18,6,61598.0,Colusa,Colusa Unified,1552,1381,89.0,171,11.0
47,2017-18,6,61606.0,Colusa,Maxwell Unified,367,308,83.9,59,16.1
48,2017-18,6,61614.0,Colusa,Pierce Joint Unified,1552,1410,90.9,142,9.1
49,2017-18,6,61622.0,Colusa,Williams Unified,1444,1229,85.1,215,14.9
50,2017-18,7,61630.0,Contra Costa,Acalanes Union High,5719,5531,96.7,188,3.3
51,2017-18,7,61648.0,Contra Costa,Antioch Unified,18506,15856,85.7,2650,14.3
52,2017-18,7,61655.0,Contra Costa,Brentwood Union Elementary,9615,8784,91.4,831,8.6
53,2017-18,7,61663.0,Contra Costa,Byron Union Elementary,2523,2175,86.2,348,13.8
54,2017-18,7,61671.0,Contra Costa,Canyon Elementary,72,69,95.8,3,4.2
55,2017-18,7,10074.0,Contra Costa,Contra Costa County Office of Education,5837,4812,82.4,1025,17.6
56,2017-18,7,61697.0,Contra Costa,John Swett Unified,1640,1406,85.7,234,14.3
57,2017-18,7,61705.0,Contra Costa,Knightsen Elementary,628,582,92.7,46,7.3
58,2017-18,7,61713.0,Contra Costa,Lafayette Elementary,3661,3529,96.4,132,3.6
59,2017-18,7,61721.0,Contra Costa,Liberty Union High,8532,7681,90.0,851,10.0
60,2017-18,7,61739.0,Contra Costa,Martinez Unified,4307,3964,92.0,343,8.0
61,2017-18,7,61747.0,Contra Costa,Moraga Elementary,1890,1813,95.9,77,4.1
62,2017-18,7,61754.0,Contra Costa,Mt. Diablo Unified,32632,29667,90.9,2965,9.1
63,2017-18,7,61762.0,Contra Costa,Oakley Union Elementary,5518,4982,90.3,536,9.7
64,2017-18,7,61770.0,Contra Costa,Orinda Union Elementary,2539,2459,96.8,80,3.2
65,2017-18,7,61788.0,Contra Costa,Pittsburg Unified,12195,10770,88.3,1425,11.7
66,2017-18,7,61804.0,Contra Costa,San Ramon Valley Unified,33211,31754,95.6,1457,4.4
67,2017-18,7,77024.0,Contra Costa,SBE - Rocketship Futuro Academy,346,279,80.6,67,19.4
68,2017-18,7,61812.0,Contra Costa,Walnut Creek Elementary,3725,3504,94.1,221,5.9
69,2017-18,7,61796.0,Contra Costa,West Contra Costa Unified,33443,29829,89.2,3614,10.8
70,2017-18,8,10082.0,Del Norte,Del Norte County Office of Education,852,458,53.8,394,46.2
71,2017-18,8,61820.0,Del Norte,Del Norte County Unified,3904,3282,84.1,622,15.9
72,2017-18,9,73783.0,El Dorado,Black Oak Mine Unified,1314,1164,88.6,150,11.4
73,2017-18,9,61838.0,El Dorado,Buckeye Union Elementary,6361,5813,91.4,548,8.6
74,2017-18,9,61846.0,El Dorado,Camino Union Elementary,505,453,89.7,52,10.3
75,2017-18,9,10090.0,El Dorado,El Dorado County Office of Education,1884,998,53.0,886,47.0
76,2017-18,9,61853.0,El Dorado,El Dorado Union High,6882,6253,90.9,629,9.1
77,2017-18,9,61879.0,El Dorado,Gold Oak Union Elementary,513,453,88.3,60,11.7
78,2017-18,9,61887.0,El Dorado,Gold Trail Union Elementary,749,681,90.9,68,9.1
79,2017-18,9,61895.0,El Dorado,Indian Diggings Elementary,24,19,79.2,5,20.8
80,2017-18,9,61903.0,El Dorado,Lake Tahoe Unified,4095,3659,89.4,436,10.6
81,2017-18,9,61911.0,El Dorado,Latrobe,143,130,90.9,13,9.1
82,2017-18,9,61929.0,El Dorado,Mother Lode Union Elementary,1128,1001,88.7,127,11.3
83,2017-18,9,61945.0,El Dorado,Pioneer Union Elementary,358,274,76.5,84,23.5
84,2017-18,9,61952.0,El Dorado,Placerville Union Elementary,1358,1231,90.6,127,9.4
85,2017-18,9,61960.0,El Dorado,Pollock Pines Elementary,740,661,89.3,79,10.7
86,2017-18,9,61978.0,El Dorado,Rescue Union Elementary,3822,3522,92.2,300,7.8
87,2017-18,9,61986.0,El Dorado,Silver Fork Elementary,*,*,*,*,*
88,2017-18,10,61994.0,Fresno,Alvina Elementary,197,181,91.9,16,8.1
89,2017-18,10,62026.0,Fresno,Big Creek Elementary,61,56,91.8,5,8.2
90,2017-18,10,62042.0,Fresno,Burrel Union Elementary,121,116,95.9,5,4.1
91,2017-18,10,75598.0,Fresno,Caruthers Unified,1560,1358,87.1,202,12.9
92,2017-18,10,73965.0,Fresno,Central Unified,17026,14664,86.1,2362,13.9
93,2017-18,10,62109.0,Fresno,Clay Joint Elementary,257,252,98.1,5,1.9
94,2017-18,10,62117.0,Fresno,Clovis Unified,44895,40831,90.9,4064,9.1
95,2017-18,10,62125.0,Fresno,Coalinga-Huron Unified,4708,4133,87.8,575,12.2
96,2017-18,10,73809.0,Fresno,Firebaugh-Las Deltas Unified,2351,2095,89.1,256,10.9
97,2017-18,10,62158.0,Fresno,Fowler Unified,2743,2503,91.3,240,8.7
98,2017-18,10,10108.0,Fresno,Fresno County Office of Education,5634,2535,45.0,3099,55.0
99,2017-18,10,62166.0,Fresno,Fresno Unified,77875,66619,85.5,11256,14.5
100,2017-18,10,75234.0,Fresno,Golden Plains Unified,1786,1526,85.4,260,14.6
101,2017-18,10,73999.0,Fresno,Kerman Unified,5397,4799,88.9,598,11.1
102,2017-18,10,62265.0,Fresno,Kings Canyon Joint Unified,10267,9091,88.5,1176,11.5
103,2017-18,10,62240.0,Fresno,Kingsburg Elementary Charter,2394,2120,88.6,274,11.4
104,2017-18,10,62257.0,Fresno,Kingsburg Joint Union High,1215,1057,87.0,158,13.0
105,2017-18,10,62281.0,Fresno,Laton Joint Unified,734,655,89.2,79,10.8
106,2017-18,10,75127.0,Fresno,Mendota Unified,3647,3031,83.1,616,16.9
107,2017-18,10,62323.0,Fresno,Monroe Elementary,179,158,88.3,21,11.7
108,2017-18,10,62331.0,Fresno,Orange Center,1289,796,61.8,493,38.2
109,2017-18,10,62356.0,Fresno,Pacific Union Elementary,406,370,91.1,36,8.9
110,2017-18,10,62364.0,Fresno,Parlier Unified,3632,3133,86.3,499,13.7
111,2017-18,10,62372.0,Fresno,Pine Ridge Elementary,106,94,88.7,12,11.3
112,2017-18,10,62380.0,Fresno,Raisin City Elementary,1151,478,41.5,673,58.5
113,2017-18,10,75408.0,Fresno,Riverdale Joint Unified,1692,1536,90.8,156,9.2
114,2017-18,10,62414.0,Fresno,Sanger Unified,12672,11484,90.6,1188,9.4
115,2017-18,10,62430.0,Fresno,Selma Unified,6757,6080,90.0,677,10.0
116,2017-18,10,75275.0,Fresno,Sierra Unified,1395,1183,84.8,212,15.2
117,2017-18,10,62513.0,Fresno,Washington Colony Elementary,461,421,91.3,40,8.7
118,2017-18,10,76778.0,Fresno,Washington Unified,3350,2724,81.3,626,18.7
119,2017-18,10,62539.0,Fresno,West Park Elementary,869,584,67.2,285,32.8
120,2017-18,10,62547.0,Fresno,Westside Elementary,3059,1529,50.0,1530,50.0
121,2017-18,11,62554.0,Glenn,Capay Joint Union Elementary,198,180,90.9,18,9.1
122,2017-18,11,10116.0,Glenn,Glenn County Office of Education,558,301,53.9,257,46.1
123,2017-18,11,76562.0,Glenn,Hamilton Unified,736,664,90.2,72,9.8
124,2017-18,11,62596.0,Glenn,Lake Elementary,185,179,96.8,6,3.2
125,2017-18,11,75481.0,Glenn,Orland Joint Unified,2389,2081,87.1,308,12.9
126,2017-18,11,62638.0,Glenn,Plaza Elementary,221,203,91.9,18,8.1
127,2017-18,11,62646.0,Glenn,Princeton Joint Unified,177,152,85.9,25,14.1
128,2017-18,11,62653.0,Glenn,Stony Creek Joint Unified,104,73,70.2,31,29.8
129,2017-18,11,62661.0,Glenn,Willows Unified,1591,1352,85.0,239,15.0
130,2017-18,12,62679.0,Humboldt,Arcata Elementary,1156,1041,90.1,115,9.9
131,2017-18,12,62695.0,Humboldt,Big Lagoon Union Elementary,19,11,57.9,8,42.1
132,2017-18,12,62703.0,Humboldt,Blue Lake Union Elementary,195,167,85.6,28,14.4
133,2017-18,12,62729.0,Humboldt,Bridgeville Elementary,31,20,64.5,11,35.5
134,2017-18,12,62737.0,Humboldt,Cuddeback Union Elementary,149,136,91.3,13,8.7
135,2017-18,12,62745.0,Humboldt,Cutten Elementary,630,582,92.4,48,7.6
136,2017-18,12,75515.0,Humboldt,Eureka City Schools,4180,3557,85.1,623,14.9
137,2017-18,12,75374.0,Humboldt,Ferndale Unified,524,477,91.0,47,9.0
138,2017-18,12,62794.0,Humboldt,Fieldbrook Elementary,153,147,96.1,6,3.9
139,2017-18,12,76802.0,Humboldt,Fortuna Elementary,1441,1259,87.4,182,12.6
140,2017-18,12,62810.0,Humboldt,Fortuna Union High,1136,952,83.8,184,16.2
141,2017-18,12,62828.0,Humboldt,Freshwater Elementary,366,345,94.3,21,5.7
142,2017-18,12,62836.0,Humboldt,Garfield Elementary,65,59,90.8,6,9.2
143,2017-18,12,62851.0,Humboldt,Green Point Elementary,16,12,75.0,4,25.0
144,2017-18,12,10124.0,Humboldt,Humboldt County Office of Education,659,349,53.0,310,47.0
145,2017-18,12,62885.0,Humboldt,Hydesville Elementary,200,184,92.0,16,8.0
146,2017-18,12,62893.0,Humboldt,Jacoby Creek Elementary,473,459,97.0,14,3.0
147,2017-18,12,62901.0,Humboldt,Klamath-Trinity Joint Unified,1069,893,83.5,176,16.5
148,2017-18,12,62919.0,Humboldt,Kneeland Elementary,17,13,76.5,4,23.5
149,2017-18,12,62927.0,Humboldt,Loleta Union Elementary,117,85,72.6,32,27.4
150,2017-18,12,62935.0,Humboldt,Maple Creek Elementary,11,7,63.6,4,36.4
151,2017-18,12,75382.0,Humboldt,Mattole Unified,911,697,76.5,214,23.5
152,2017-18,12,62950.0,Humboldt,McKinleyville Union Elementary,1231,1101,89.4,130,10.6
153,2017-18,12,62687.0,Humboldt,Northern Humboldt Union High,1841,1595,86.6,246,13.4
154,2017-18,12,62968.0,Humboldt,Orick Elementary,26,16,61.5,10,38.5
155,2017-18,12,62976.0,Humboldt,Pacific Union Elementary,612,575,94.0,37,6.0
156,2017-18,12,62984.0,Humboldt,Peninsula Union ,45,32,71.1,13,28.9
157,2017-18,12,63008.0,Humboldt,Rio Dell Elementary,364,302,83.0,62,17.0
158,2017-18,12,63024.0,Humboldt,Scotia Union Elementary,205,188,91.7,17,8.3
159,2017-18,12,63032.0,Humboldt,South Bay Union Elementary,1033,825,79.9,208,20.1
160,2017-18,12,63040.0,Humboldt,Southern Humboldt Joint Unified,843,695,82.4,148,17.6
161,2017-18,12,63057.0,Humboldt,Trinidad Union Elementary,224,195,87.1,29,12.9
162,2017-18,13,63073.0,Imperial,Brawley Elementary,4254,3765,88.5,489,11.5
163,2017-18,13,63081.0,Imperial,Brawley Union High,1951,1669,85.5,282,14.5
164,2017-18,13,63099.0,Imperial,Calexico Unified,9734,8666,89.0,1068,11.0
165,2017-18,13,63107.0,Imperial,Calipatria Unified,1257,1107,88.1,150,11.9
166,2017-18,13,63115.0,Imperial,Central Union High,4368,3835,87.8,533,12.2
167,2017-18,13,63123.0,Imperial,El Centro Elementary,6554,5797,88.4,757,11.6
168,2017-18,13,63131.0,Imperial,Heber Elementary,1258,1172,93.2,86,6.8
169,2017-18,13,63149.0,Imperial,Holtville Unified,1657,1493,90.1,164,9.9
170,2017-18,13,10132.0,Imperial,Imperial County Office of Education,1088,534,49.1,554,50.9
171,2017-18,13,63164.0,Imperial,Imperial Unified,4326,3984,92.1,342,7.9
172,2017-18,13,63172.0,Imperial,Magnolia Union Elementary,144,140,97.2,4,2.8
173,2017-18,13,63180.0,Imperial,McCabe Union Elementary,1421,1352,95.1,69,4.9
174,2017-18,13,63198.0,Imperial,Meadows Union Elementary,529,490,92.6,39,7.4
175,2017-18,13,63206.0,Imperial,Mulberry Elementary,86,78,90.7,8,9.3
176,2017-18,13,63214.0,Imperial,San Pasqual Valley Unified,769,641,83.4,128,16.6
177,2017-18,13,63222.0,Imperial,Seeley Union Elementary,401,336,83.8,65,16.2
178,2017-18,13,63230.0,Imperial,Westmorland Union Elementary,429,348,81.1,81,18.9
179,2017-18,14,63248.0,Inyo,Big Pine Unified,162,136,84.0,26,16.0
180,2017-18,14,76687.0,Inyo,Bishop Unified,2068,1814,87.7,254,12.3
181,2017-18,14,63271.0,Inyo,Death Valley Unified,36,20,55.6,16,44.4
182,2017-18,14,10140.0,Inyo,Inyo County Office of Education,3728,643,17.2,3085,82.8
183,2017-18,14,63289.0,Inyo,Lone Pine Unified,318,279,87.7,39,12.3
184,2017-18,14,63297.0,Inyo,Owens Valley Unified,98,83,84.7,15,15.3
185,2017-18,14,63305.0,Inyo,Round Valley Joint Elementary,147,138,93.9,9,6.1
186,2017-18,15,63313.0,Kern,Arvin Union,3291,2885,87.7,406,12.3
187,2017-18,15,63321.0,Kern,Bakersfield City,33278,27738,83.4,5540,16.6
188,2017-18,15,63339.0,Kern,Beardsley Elementary,2251,1650,73.3,601,26.7
189,2017-18,15,63347.0,Kern,Belridge Elementary,48,40,83.3,8,16.7
190,2017-18,15,63354.0,Kern,Blake Elementary,13,13,100.0,0,0.0
191,2017-18,15,63370.0,Kern,Buttonwillow Union Elementary,365,329,90.1,36,9.9
192,2017-18,15,63388.0,Kern,Caliente Union Elementary,56,41,73.2,15,26.8
193,2017-18,15,63412.0,Kern,Delano Joint Union High,4487,3985,88.8,502,11.2
194,2017-18,15,63404.0,Kern,Delano Union Elementary,7534,6826,90.6,708,9.4
195,2017-18,15,63420.0,Kern,Di Giorgio Elementary,231,206,89.2,25,10.8
196,2017-18,15,63438.0,Kern,Edison Elementary,1191,992,83.3,199,16.7
197,2017-18,15,75168.0,Kern,El Tejon Unified,845,701,83.0,144,17.0
198,2017-18,15,63446.0,Kern,Elk Hills Elementary,214,166,77.6,48,22.4
199,2017-18,15,63461.0,Kern,Fairfax Elementary,2919,2448,83.9,471,16.1
200,2017-18,15,63479.0,Kern,Fruitvale Elementary,3482,3093,88.8,389,11.2
201,2017-18,15,63487.0,Kern,General Shafter Elementary,156,140,89.7,16,10.3
202,2017-18,15,63503.0,Kern,Greenfield Union,10243,8525,83.2,1718,16.8
203,2017-18,15,10157.0,Kern,Kern County Office of Education,7535,3514,46.6,4021,53.4
204,2017-18,15,63529.0,Kern,Kern High,41150,35795,87.0,5355,13.0
205,2017-18,15,63545.0,Kern,Kernville Union Elementary,993,825,83.1,168,16.9
206,2017-18,15,63552.0,Kern,Lakeside Union,1536,1274,82.9,262,17.1
207,2017-18,15,63560.0,Kern,Lamont Elementary,3311,2922,88.3,389,11.7
208,2017-18,15,63586.0,Kern,Linns Valley-Poso Flat Union,27,21,77.8,6,22.2
209,2017-18,15,63594.0,Kern,Lost Hills Union Elementary,548,483,88.1,65,11.9
210,2017-18,15,63610.0,Kern,Maple Elementary,288,283,98.3,5,1.7
211,2017-18,15,63628.0,Kern,Maricopa Unified,8339,5484,65.8,2855,34.2
212,2017-18,15,73908.0,Kern,McFarland Unified,3731,3387,90.8,344,9.2
213,2017-18,15,63651.0,Kern,McKittrick Elementary,79,75,94.9,4,5.1
214,2017-18,15,63669.0,Kern,Midway Elementary,97,78,80.4,19,19.6
215,2017-18,15,63677.0,Kern,Mojave Unified,3383,2402,71.0,981,29.0
216,2017-18,15,63685.0,Kern,Muroc Joint Unified,1985,1643,82.8,342,17.2
217,2017-18,15,63693.0,Kern,Norris Elementary,4366,4005,91.7,361,8.3
218,2017-18,15,63362.0,Kern,Panama-Buena Vista Union,19595,17071,87.1,2524,12.9
219,2017-18,15,63719.0,Kern,Pond Union Elementary,220,179,81.4,41,18.6
220,2017-18,15,63578.0,Kern,Richland Union Elementary,3696,3176,85.9,520,14.1
221,2017-18,15,73544.0,Kern,Rio Bravo-Greeley Union Elementary,1114,1001,89.9,113,10.1
222,2017-18,15,63750.0,Kern,Rosedale Union Elementary,6112,5514,90.2,598,9.8
223,2017-18,15,75630.0,Kern,SBE - Ridgecrest Charter,553,466,84.3,87,15.7
224,2017-18,15,63768.0,Kern,Semitropic Elementary,237,202,85.2,35,14.8
225,2017-18,15,73742.0,Kern,Sierra Sands Unified,5450,4718,86.6,732,13.4
226,2017-18,15,63784.0,Kern,South Fork Union,284,222,78.2,62,21.8
227,2017-18,15,63776.0,Kern,Southern Kern Unified,3946,3147,79.8,799,20.2
228,2017-18,15,63792.0,Kern,Standard Elementary,3581,2765,77.2,816,22.8
229,2017-18,15,63800.0,Kern,Taft City,2499,2161,86.5,338,13.5
230,2017-18,15,63818.0,Kern,Taft Union High,1073,921,85.8,152,14.2
231,2017-18,15,63826.0,Kern,Tehachapi Unified,4809,4028,83.8,781,16.2
232,2017-18,15,63834.0,Kern,Vineland Elementary,806,634,78.7,172,21.3
233,2017-18,15,63842.0,Kern,Wasco Union Elementary,3877,3467,89.4,410,10.6
234,2017-18,15,63859.0,Kern,Wasco Union High,1958,1662,84.9,296,15.1
235,2017-18,16,63875.0,Kings,Armona Union Elementary,1896,1261,66.5,635,33.5
236,2017-18,16,63883.0,Kings,Central Union Elementary,2049,1598,78.0,451,22.0
237,2017-18,16,63891.0,Kings,Corcoran Joint Unified,3552,3062,86.2,490,13.8
238,2017-18,16,63917.0,Kings,Hanford Elementary,6454,5612,87.0,842,13.0
239,2017-18,16,63925.0,Kings,Hanford Joint Union High,4021,3482,86.6,539,13.4
240,2017-18,16,63933.0,Kings,Island Union Elementary,435,401,92.2,34,7.8
241,2017-18,16,10165.0,Kings,Kings County Office of Education,476,290,60.9,186,39.1
242,2017-18,16,63941.0,Kings,Kings River-Hardwick Union Elementary,834,796,95.4,38,4.6
243,2017-18,16,63958.0,Kings,Kit Carson Union Elementary,1694,871,51.4,823,48.6
244,2017-18,16,63966.0,Kings,Lakeside Union Elementary,364,292,80.2,72,19.8
245,2017-18,16,63974.0,Kings,Lemoore Union Elementary,3603,3125,86.7,478,13.3
246,2017-18,16,63982.0,Kings,Lemoore Union High,2322,2009,86.5,313,13.5
247,2017-18,16,63990.0,Kings,Pioneer Union Elementary,1711,1518,88.7,193,11.3
248,2017-18,16,73932.0,Kings,Reef-Sunset Unified,2814,2398,85.2,416,14.8
249,2017-18,17,64014.0,Lake,Kelseyville Unified,1797,1536,85.5,261,14.5
250,2017-18,17,64022.0,Lake,Konocti Unified,3823,2960,77.4,863,22.6
251,2017-18,17,10173.0,Lake,Lake County Office of Education,70,18,25.7,52,74.3
252,2017-18,17,64030.0,Lake,Lakeport Unified,1676,1391,83.0,285,17.0
253,2017-18,17,64048.0,Lake,Lucerne Elementary,294,229,77.9,65,22.1
254,2017-18,17,64055.0,Lake,Middletown Unified,1902,1585,83.3,317,16.7
255,2017-18,17,76976.0,Lake,Upper Lake Unified,941,773,82.1,168,17.9
256,2017-18,18,64089.0,Lassen,Big Valley Joint Unified,157,121,77.1,36,22.9
257,2017-18,18,75036.0,Lassen,Fort Sage Unified,319,213,66.8,106,33.2
258,2017-18,18,64105.0,Lassen,Janesville Union Elementary,395,328,83.0,67,17.0
259,2017-18,18,64113.0,Lassen,Johnstonville Elementary,218,188,86.2,30,13.8
260,2017-18,18,10181.0,Lassen,Lassen County Office of Education,34,5,14.7,29,85.3
261,2017-18,18,64139.0,Lassen,Lassen Union High,883,717,81.2,166,18.8
262,2017-18,18,64162.0,Lassen,Ravendale-Termo Elementary,489,294,60.1,195,39.9
263,2017-18,18,64170.0,Lassen,Richmond Elementary,219,203,92.7,16,7.3
264,2017-18,18,64188.0,Lassen,Shaffer Union Elementary,186,160,86.0,26,14.0
265,2017-18,18,64196.0,Lassen,Susanville Elementary,1241,1018,82.0,223,18.0
266,2017-18,18,64204.0,Lassen,Westwood Unified,207,154,74.4,53,25.6
267,2017-18,19,64212.0,Los Angeles,ABC Unified,21304,19608,92.0,1696,8.0
268,2017-18,19,75309.0,Los Angeles,Acton-Agua Dulce Unified,25187,12419,49.3,12768,50.7
269,2017-18,19,75713.0,Los Angeles,Alhambra Unified,17484,16120,92.2,1364,7.8
270,2017-18,19,64246.0,Los Angeles,Antelope Valley Union High,25487,19391,76.1,6096,23.9
271,2017-18,19,64261.0,Los Angeles,Arcadia Unified,9802,9162,93.5,640,6.5
272,2017-18,19,64279.0,Los Angeles,Azusa Unified,8891,7803,87.8,1088,12.2
273,2017-18,19,64287.0,Los Angeles,Baldwin Park Unified,27273,14447,53.0,12826,47.0
274,2017-18,19,64295.0,Los Angeles,Bassett Unified,3807,3454,90.7,353,9.3
275,2017-18,19,64303.0,Los Angeles,Bellflower Unified,12638,11213,88.7,1425,11.3
276,2017-18,19,64311.0,Los Angeles,Beverly Hills Unified,4095,3821,93.3,274,6.7
277,2017-18,19,64329.0,Los Angeles,Bonita Unified,10745,9639,89.7,1106,10.3
278,2017-18,19,64337.0,Los Angeles,Burbank Unified,15638,14577,93.2,1061,6.8
279,2017-18,19,64345.0,Los Angeles,Castaic Union,2264,2095,92.5,169,7.5
280,2017-18,19,64352.0,Los Angeles,Centinela Valley Union High,11064,5984,54.1,5080,45.9
281,2017-18,19,64378.0,Los Angeles,Charter Oak Unified,5095,4427,86.9,668,13.1
282,2017-18,19,64394.0,Los Angeles,Claremont Unified,7277,6852,94.2,425,5.8
283,2017-18,19,73437.0,Los Angeles,Compton Unified,25451,21523,84.6,3928,15.4
284,2017-18,19,64436.0,Los Angeles,Covina-Valley Unified,12495,11178,89.5,1317,10.5
285,2017-18,19,64444.0,Los Angeles,Culver City Unified,7197,6862,95.3,335,4.7
286,2017-18,19,64451.0,Los Angeles,Downey Unified,22926,21077,91.9,1849,8.1
287,2017-18,19,64469.0,Los Angeles,Duarte Unified,9792,4032,41.2,5760,58.8
288,2017-18,19,64485.0,Los Angeles,East Whittier City Elementary,8977,8405,93.6,572,6.4
289,2017-18,19,64477.0,Los Angeles,Eastside Union Elementary,3895,3097,79.5,798,20.5
290,2017-18,19,64501.0,Los Angeles,El Monte City,8728,7888,90.4,840,9.6
291,2017-18,19,64519.0,Los Angeles,El Monte Union High,9332,8295,88.9,1037,11.1
292,2017-18,19,64527.0,Los Angeles,El Rancho Unified,9101,8216,90.3,885,9.7
293,2017-18,19,64535.0,Los Angeles,El Segundo Unified,3538,3391,95.8,147,4.2
294,2017-18,19,64550.0,Los Angeles,Garvey Elementary,5066,4454,87.9,612,12.1
295,2017-18,19,64568.0,Los Angeles,Glendale Unified,26883,25179,93.7,1704,6.3
296,2017-18,19,64576.0,Los Angeles,Glendora Unified,7632,7247,95.0,385,5.0
297,2017-18,19,64584.0,Los Angeles,Gorman Joint,95,72,75.8,23,24.2
298,2017-18,19,73445.0,Los Angeles,Hacienda la Puente Unified,19341,17427,90.1,1914,9.9
299,2017-18,19,64592.0,Los Angeles,Hawthorne,8871,7916,89.2,955,10.8
300,2017-18,19,64600.0,Los Angeles,Hermosa Beach City Elementary,1394,1333,95.6,61,4.4
301,2017-18,19,64626.0,Los Angeles,Hughes-Elizabeth Lakes Union Elementary,210,171,81.4,39,18.6
302,2017-18,19,64634.0,Los Angeles,Inglewood Unified,12927,11096,85.8,1831,14.2
303,2017-18,19,64642.0,Los Angeles,Keppel Union Elementary,3460,2513,72.6,947,27.4
304,2017-18,19,64659.0,Los Angeles,La Canada Unified,4217,4109,97.4,108,2.6
305,2017-18,19,64667.0,Los Angeles,Lancaster Elementary,17211,13561,78.8,3650,21.2
306,2017-18,19,64683.0,Los Angeles,Las Virgenes Unified,11645,11009,94.5,636,5.5
307,2017-18,19,64691.0,Los Angeles,Lawndale Elementary,6202,5767,93.0,435,7.0
308,2017-18,19,64709.0,Los Angeles,Lennox,7496,6964,92.9,532,7.1
309,2017-18,19,64717.0,Los Angeles,Little Lake City Elementary,4664,4332,92.9,332,7.1
310,2017-18,19,64725.0,Los Angeles,Long Beach Unified,77884,70413,90.4,7471,9.6
