,Academic Year,County Code,District Code,County Name,District Name,Charter School,DASS,Reporting Category,Cumulative Enrollment,Homeless Student Enrollment,Temporarily Doubled Up,Temporary Shelters,Hotels/Motels,Temporarily Unsheltered,Missing/Unknown,Temporarily Doubled Up (percent),Temporary Shelters (percent),Hotels/Motels (percent),Temporarily Unsheltered (percent),Missing/Unknown (percent)
186,2019-20,15,63321.0,Kern,Bakersfield City,All,All,TA,33656,1521,1203,112,195,10,1,79.1,7.4,12.8,0.7,0.1
187,2019-20,15,63339.0,Kern,Beardsley Elementary,All,All,TA,2277,59,19,5,32,2,1,32.2,8.5,54.2,3.4,1.7
188,2019-20,15,63347.0,Kern,Belridge Elementary,All,All,TA,38,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
189,2019-20,15,63354.0,Kern,Blake Elementary,All,All,TA,16,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
190,2019-20,15,63370.0,Kern,Buttonwillow Union Elementary,All,All,TA,344,2,0,0,2,0,0,0.0,0.0,100.0,0.0,0.0
191,2019-20,15,63388.0,Kern,Caliente Union Elementary,All,All,TA,51,1,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0
192,2019-20,15,63412.0,Kern,Delano Joint Union High,All,All,TA,4396,12,4,7,1,0,0,33.3,58.3,8.3,0.0,0.0
193,2019-20,15,63404.0,Kern,Delano Union Elementary,All,All,TA,6967,76,34,24,12,6,0,44.7,31.6,15.8,7.9,0.0
194,2019-20,15,63420.0,Kern,Di Giorgio Elementary,All,All,TA,221,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
195,2019-20,15,63438.0,Kern,Edison Elementary,All,All,TA,1179,205,198,1,6,0,0,96.6,0.5,2.9,0.0,0.0
196,2019-20,15,75168.0,Kern,El Tejon Unified,All,All,TA,813,46,45,1,0,0,0,97.8,2.2,0.0,0.0,0.0
197,2019-20,15,63446.0,Kern,Elk Hills Elementary,All,All,TA,210,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
198,2019-20,15,63461.0,Kern,Fairfax Elementary,All,All,TA,2911,88,79,1,5,0,3,89.8,1.1,5.7,0.0,3.4
199,2019-20,15,63479.0,Kern,Fruitvale Elementary,All,All,TA,3365,91,84,2,5,0,0,92.3,2.2,5.5,0.0,0.0
200,2019-20,15,63487.0,Kern,General Shafter Elementary,All,All,TA,200,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
201,2019-20,15,63503.0,Kern,Greenfield Union,All,All,TA,10401,206,174,6,26,0,0,84.5,2.9,12.6,0.0,0.0
202,2019-20,15,10157.0,Kern,Kern County Office of Education,All,All,TA,8215,75,32,29,7,1,6,42.7,38.7,9.3,1.3,8.0
203,2019-20,15,63529.0,Kern,Kern High,All,All,TA,42948,624,444,24,107,45,4,71.2,3.8,17.1,7.2,0.6
204,2019-20,15,63545.0,Kern,Kernville Union Elementary,All,All,TA,965,41,39,1,1,0,0,95.1,2.4,2.4,0.0,0.0
205,2019-20,15,63552.0,Kern,Lakeside Union,All,All,TA,1544,68,68,0,0,0,0,100.0,0.0,0.0,0.0,0.0
206,2019-20,15,63560.0,Kern,Lamont Elementary,All,All,TA,3118,32,26,2,4,0,0,81.3,6.3,12.5,0.0,0.0
207,2019-20,15,63586.0,Kern,Linns Valley-Poso Flat Union,All,All,TA,19,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
208,2019-20,15,63594.0,Kern,Lost Hills Union Elementary,All,All,TA,320,3,3,0,0,0,0,100.0,0.0,0.0,0.0,0.0
209,2019-20,15,63610.0,Kern,Maple Elementary,All,All,TA,295,1,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0
210,2019-20,15,63628.0,Kern,Maricopa Unified,All,All,TA,14184,189,157,3,7,20,2,83.1,1.6,3.7,10.6,1.1
211,2019-20,15,73908.0,Kern,McFarland Unified,All,All,TA,3685,284,268,8,6,2,0,94.4,2.8,2.1,0.7,0.0
212,2019-20,15,63651.0,Kern,McKittrick Elementary,All,All,TA,83,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
213,2019-20,15,63669.0,Kern,Midway Elementary,All,All,TA,90,1,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0
214,2019-20,15,63677.0,Kern,Mojave Unified,All,All,TA,3284,108,83,0,24,1,0,76.9,0.0,22.2,0.9,0.0
215,2019-20,15,63685.0,Kern,Muroc Joint Unified,All,All,TA,1962,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
216,2019-20,15,63693.0,Kern,Norris Elementary,All,All,TA,4396,6,1,3,2,0,0,16.7,50.0,33.3,0.0,0.0
217,2019-20,15,63362.0,Kern,Panama-Buena Vista Union,All,All,TA,19897,271,237,5,7,0,22,87.5,1.8,2.6,0.0,8.1
218,2019-20,15,63719.0,Kern,Pond Union Elementary,All,All,TA,179,1,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0
219,2019-20,15,63578.0,Kern,Richland Union Elementary,All,All,TA,3646,86,86,0,0,0,0,100.0,0.0,0.0,0.0,0.0
220,2019-20,15,73544.0,Kern,Rio Bravo-Greeley Union Elementary,All,All,TA,1117,2,0,0,2,0,0,0.0,0.0,100.0,0.0,0.0
221,2019-20,15,63750.0,Kern,Rosedale Union Elementary,All,All,TA,6197,7,7,0,0,0,0,100.0,0.0,0.0,0.0,0.0
222,2019-20,15,63768.0,Kern,Semitropic Elementary,All,All,TA,212,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
223,2019-20,15,73742.0,Kern,Sierra Sands Unified,All,All,TA,5574,115,72,17,20,6,0,62.6,14.8,17.4,5.2,0.0
224,2019-20,15,63784.0,Kern,South Fork Union,All,All,TA,320,18,17,1,0,0,0,94.4,5.6,0.0,0.0,0.0
225,2019-20,15,63776.0,Kern,Southern Kern Unified,All,All,TA,3804,318,279,2,32,2,3,87.7,0.6,10.1,0.6,0.9
226,2019-20,15,63792.0,Kern,Standard Elementary,All,All,TA,3463,107,60,4,31,8,4,56.1,3.7,29.0,7.5,3.7
227,2019-20,15,63800.0,Kern,Taft City,All,All,TA,2583,42,41,0,1,0,0,97.6,0.0,2.4,0.0,0.0
228,2019-20,15,63818.0,Kern,Taft Union High,All,All,TA,1118,36,30,1,3,2,0,83.3,2.8,8.3,5.6,0.0
229,2019-20,15,63826.0,Kern,Tehachapi Unified,All,All,TA,4591,54,45,3,6,0,0,83.3,5.6,11.1,0.0,0.0
230,2019-20,15,63834.0,Kern,Vineland Elementary,All,All,TA,728,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
231,2019-20,15,63842.0,Kern,Wasco Union Elementary,All,All,TA,3792,28,20,0,7,1,0,71.4,0.0,25.0,3.6,0.0
232,2019-20,15,63859.0,Kern,Wasco Union High,All,All,TA,1953,3,1,1,0,1,0,33.3,33.3,0.0,33.3,0.0
233,2019-20,16,63875.0,Kings,Armona Union Elementary,All,All,TA,1873,75,65,0,7,3,0,86.7,0.0,9.3,4.0,0.0
234,2019-20,16,63883.0,Kings,Central Union Elementary,All,All,TA,2092,2,2,0,0,0,0,100.0,0.0,0.0,0.0,0.0
235,2019-20,16,63891.0,Kings,Corcoran Joint Unified,All,All,TA,3483,85,70,2,13,0,0,82.4,2.4,15.3,0.0,0.0
236,2019-20,16,63917.0,Kings,Hanford Elementary,All,All,TA,6303,181,104,27,50,0,0,57.5,14.9,27.6,0.0,0.0
237,2019-20,16,63925.0,Kings,Hanford Joint Union High,All,All,TA,4184,70,49,5,11,0,5,70.0,7.1,15.7,0.0,7.1
238,2019-20,16,63933.0,Kings,Island Union Elementary,All,All,TA,408,16,11,0,2,3,0,68.8,0.0,12.5,18.8,0.0
239,2019-20,16,10165.0,Kings,Kings County Office of Education,All,All,TA,449,14,7,0,5,2,0,50.0,0.0,35.7,14.3,0.0
240,2019-20,16,63941.0,Kings,Kings River-Hardwick Union Elementary,All,All,TA,859,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
241,2019-20,16,63958.0,Kings,Kit Carson Union Elementary,All,All,TA,1950,60,41,5,10,4,0,68.3,8.3,16.7,6.7,0.0
242,2019-20,16,63966.0,Kings,Lakeside Union Elementary,All,All,TA,354,6,2,0,4,0,0,33.3,0.0,66.7,0.0,0.0
243,2019-20,16,63974.0,Kings,Lemoore Union Elementary,All,All,TA,3568,77,66,3,8,0,0,85.7,3.9,10.4,0.0,0.0
244,2019-20,16,63982.0,Kings,Lemoore Union High,All,All,TA,2406,69,59,3,7,0,0,85.5,4.3,10.1,0.0,0.0
245,2019-20,16,63990.0,Kings,Pioneer Union Elementary,All,All,TA,1646,2,1,0,1,0,0,50.0,0.0,50.0,0.0,0.0
246,2019-20,16,73932.0,Kings,Reef-Sunset Unified,All,All,TA,2826,203,197,2,4,0,0,97.0,1.0,2.0,0.0,0.0
247,2019-20,17,64014.0,Lake,Kelseyville Unified,All,All,TA,1854,60,47,9,2,2,0,78.3,15.0,3.3,3.3,0.0
248,2019-20,17,64022.0,Lake,Konocti Unified,All,All,TA,3984,415,392,16,2,5,0,94.5,3.9,0.5,1.2,0.0
249,2019-20,17,10173.0,Lake,Lake County Office of Education,All,All,TA,59,6,6,0,0,0,0,100.0,0.0,0.0,0.0,0.0
250,2019-20,17,64030.0,Lake,Lakeport Unified,All,All,TA,1566,112,102,0,6,4,0,91.1,0.0,5.4,3.6,0.0
251,2019-20,17,64048.0,Lake,Lucerne Elementary,All,All,TA,343,35,28,2,2,1,2,80.0,5.7,5.7,2.9,5.7
252,2019-20,17,64055.0,Lake,Middletown Unified,All,All,TA,1971,81,74,4,1,1,1,91.4,4.9,1.2,1.2,1.2
253,2019-20,17,76976.0,Lake,Upper Lake Unified,All,All,TA,925,53,35,4,3,11,0,66.0,7.5,5.7,20.8,0.0
254,2019-20,18,64089.0,Lassen,Big Valley Joint Unified,All,All,TA,127,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
255,2019-20,18,75036.0,Lassen,Fort Sage Unified,All,All,TA,588,14,12,1,0,1,0,85.7,7.1,0.0,7.1,0.0
256,2019-20,18,64105.0,Lassen,Janesville Union Elementary,All,All,TA,415,5,4,0,1,0,0,80.0,0.0,20.0,0.0,0.0
257,2019-20,18,64113.0,Lassen,Johnstonville Elementary,All,All,TA,211,12,11,0,0,1,0,91.7,0.0,0.0,8.3,0.0
258,2019-20,18,10181.0,Lassen,Lassen County Office of Education,All,All,TA,18,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
259,2019-20,18,64139.0,Lassen,Lassen Union High,All,All,TA,838,30,15,6,4,5,0,50.0,20.0,13.3,16.7,0.0
260,2019-20,18,64162.0,Lassen,Ravendale-Termo Elementary,All,All,TA,13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
261,2019-20,18,64170.0,Lassen,Richmond Elementary,All,All,TA,220,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
262,2019-20,18,64188.0,Lassen,Shaffer Union Elementary,All,All,TA,222,6,2,0,0,4,0,33.3,0.0,0.0,66.7,0.0
263,2019-20,18,64196.0,Lassen,Susanville Elementary,All,All,TA,1425,38,29,5,1,1,2,76.3,13.2,2.6,2.6,5.3
264,2019-20,18,64204.0,Lassen,Westwood Unified,All,All,TA,206,8,5,2,0,1,0,62.5,25.0,0.0,12.5,0.0
265,2019-20,19,64212.0,Los Angeles,ABC Unified,All,All,TA,20822,154,68,30,46,10,0,44.2,19.5,29.9,6.5,0.0
266,2019-20,19,75309.0,Los Angeles,Acton-Agua Dulce Unified,All,All,TA,18454,542,394,36,66,40,6,72.7,6.6,12.2,7.4,1.1
267,2019-20,19,75713.0,Los Angeles,Alhambra Unified,All,All,TA,16804,291,199,10,22,60,0,68.4,3.4,7.6,20.6,0.0
268,2019-20,19,64246.0,Los Angeles,Antelope Valley Union High,All,All,TA,24156,312,195,22,70,23,2,62.5,7.1,22.4,7.4,0.6
269,2019-20,19,64261.0,Los Angeles,Arcadia Unified,All,All,TA,9583,14,8,1,5,0,0,57.1,7.1,35.7,0.0,0.0
270,2019-20,19,64279.0,Los Angeles,Azusa Unified,All,All,TA,8094,500,424,23,36,17,0,84.8,4.6,7.2,3.4,0.0
271,2019-20,19,64287.0,Los Angeles,Baldwin Park Unified,All,All,TA,23998,2082,1842,58,118,63,1,88.5,2.8,5.7,3.0,0.0
272,2019-20,19,64295.0,Los Angeles,Bassett Unified,All,All,TA,3575,571,556,1,9,5,0,97.4,0.2,1.6,0.9,0.0
273,2019-20,19,64303.0,Los Angeles,Bellflower Unified,All,All,TA,12040,194,108,20,52,14,0,55.7,10.3,26.8,7.2,0.0
274,2019-20,19,64311.0,Los Angeles,Beverly Hills Unified,All,All,TA,3675,6,6,0,0,0,0,100.0,0.0,0.0,0.0,0.0
275,2019-20,19,64329.0,Los Angeles,Bonita Unified,All,All,TA,10506,93,52,11,29,1,0,55.9,11.8,31.2,1.1,0.0
276,2019-20,19,64337.0,Los Angeles,Burbank Unified,All,All,TA,15663,114,80,23,7,4,0,70.2,20.2,6.1,3.5,0.0
277,2019-20,19,64345.0,Los Angeles,Castaic Union,All,All,TA,2098,6,6,0,0,0,0,100.0,0.0,0.0,0.0,0.0
278,2019-20,19,64352.0,Los Angeles,Centinela Valley Union High,All,All,TA,10758,99,42,31,16,10,0,42.4,31.3,16.2,10.1,0.0
279,2019-20,19,64378.0,Los Angeles,Charter Oak Unified,All,All,TA,4800,693,676,9,6,0,2,97.5,1.3,0.9,0.0,0.3
280,2019-20,19,64394.0,Los Angeles,Claremont Unified,All,All,TA,7038,152,44,2,51,55,0,28.9,1.3,33.6,36.2,0.0
281,2019-20,19,73437.0,Los Angeles,Compton Unified,All,All,TA,24776,430,240,68,80,42,0,55.8,15.8,18.6,9.8,0.0
282,2019-20,19,64436.0,Los Angeles,Covina-Valley Unified,All,All,TA,12119,554,454,57,39,1,3,81.9,10.3,7.0,0.2,0.5
283,2019-20,19,64444.0,Los Angeles,Culver City Unified,All,All,TA,7248,104,42,30,10,22,0,40.4,28.8,9.6,21.2,0.0
284,2019-20,19,64451.0,Los Angeles,Downey Unified,All,All,TA,22942,254,164,8,70,9,3,64.6,3.1,27.6,3.5,1.2
285,2019-20,19,64469.0,Los Angeles,Duarte Unified,All,All,TA,8926,188,117,8,28,35,0,62.2,4.3,14.9,18.6,0.0
286,2019-20,19,64485.0,Los Angeles,East Whittier City Elementary,All,All,TA,8753,244,220,7,9,8,0,90.2,2.9,3.7,3.3,0.0
287,2019-20,19,64477.0,Los Angeles,Eastside Union Elementary,All,All,TA,3684,198,183,4,8,3,0,92.4,2.0,4.0,1.5,0.0
288,2019-20,19,64501.0,Los Angeles,El Monte City,All,All,TA,8324,1201,929,43,23,206,0,77.4,3.6,1.9,17.2,0.0
289,2019-20,19,64519.0,Los Angeles,El Monte Union High,All,All,TA,8803,438,367,19,13,38,1,83.8,4.3,3.0,8.7,0.2
290,2019-20,19,64527.0,Los Angeles,El Rancho Unified,All,All,TA,8571,68,30,3,34,1,0,44.1,4.4,50.0,1.5,0.0
291,2019-20,19,64535.0,Los Angeles,El Segundo Unified,All,All,TA,3546,4,0,1,3,0,0,0.0,25.0,75.0,0.0,0.0
292,2019-20,19,64550.0,Los Angeles,Garvey Elementary,All,All,TA,4751,21,13,1,4,3,0,61.9,4.8,19.0,14.3,0.0
293,2019-20,19,64568.0,Los Angeles,Glendale Unified,All,All,TA,26213,1864,1823,26,5,10,0,97.8,1.4,0.3,0.5,0.0
294,2019-20,19,64576.0,Los Angeles,Glendora Unified,All,All,TA,7316,14,10,1,2,0,1,71.4,7.1,14.3,0.0,7.1
295,2019-20,19,64584.0,Los Angeles,Gorman Joint,All,All,TA,1456,22,14,0,5,3,0,63.6,0.0,22.7,13.6,0.0
296,2019-20,19,73445.0,Los Angeles,Hacienda la Puente Unified,All,All,TA,18581,828,727,44,39,17,1,87.8,5.3,4.7,2.1,0.1
297,2019-20,19,64592.0,Los Angeles,Hawthorne,All,All,TA,8326,40,21,2,9,8,0,52.5,5.0,22.5,20.0,0.0
298,2019-20,19,64600.0,Los Angeles,Hermosa Beach City Elementary,All,All,TA,1378,2,2,0,0,0,0,100.0,0.0,0.0,0.0,0.0
299,2019-20,19,64626.0,Los Angeles,Hughes-Elizabeth Lakes Union Elementary,All,All,TA,196,14,14,0,0,0,0,100.0,0.0,0.0,0.0,0.0
300,2019-20,19,64634.0,Los Angeles,Inglewood Unified,All,All,TA,11781,184,103,30,33,13,5,56.0,16.3,17.9,7.1,2.7
301,2019-20,19,64642.0,Los Angeles,Keppel Union Elementary,All,All,TA,3107,56,41,6,4,5,0,73.2,10.7,7.1,8.9,0.0
302,2019-20,19,64659.0,Los Angeles,La Canada Unified,All,All,TA,4174,1,0,0,1,0,0,0.0,0.0,100.0,0.0,0.0
303,2019-20,19,64667.0,Los Angeles,Lancaster Elementary,All,All,TA,17103,1038,868,19,112,37,2,83.6,1.8,10.8,3.6,0.2
304,2019-20,19,64683.0,Los Angeles,Las Virgenes Unified,All,All,TA,11144,25,13,4,7,1,0,52.0,16.0,28.0,4.0,0.0
305,2019-20,19,64691.0,Los Angeles,Lawndale Elementary,All,All,TA,5892,106,92,3,8,3,0,86.8,2.8,7.5,2.8,0.0
306,2019-20,19,64709.0,Los Angeles,Lennox,All,All,TA,7021,585,545,2,11,26,1,93.2,0.3,1.9,4.4,0.2
307,2019-20,19,64717.0,Los Angeles,Little Lake City Elementary,All,All,TA,4495,339,336,0,3,0,0,99.1,0.0,0.9,0.0,0.0
308,2019-20,19,64725.0,Los Angeles,Long Beach Unified,All,All,TA,74639,6304,5676,229,275,122,2,90.0,3.6,4.4,1.9,0.0
309,2019-20,19,10199.0,Los Angeles,Los Angeles County Office of Education,All,All,TA,11400,497,341,71,29,19,37,68.6,14.3,5.8,3.8,7.4
310,2019-20,19,64733.0,Los Angeles,Los Angeles Unified,All,All,TA,615648,10266,6786,1336,889,1235,20,66.1,13.0,8.7,12.0,0.2
311,2019-20,19,64758.0,Los Angeles,Los Nietos,All,All,TA,1594,441,398,28,15,0,0,90.2,6.3,3.4,0.0,0.0
312,2019-20,19,64766.0,Los Angeles,Lowell Joint,All,All,TA,3335,94,90,0,4,0,0,95.7,0.0,4.3,0.0,0.0
313,2019-20,19,64774.0,Los Angeles,Lynwood Unified,All,All,TA,13818,536,420,61,50,5,0,78.4,11.4,9.3,0.9,0.0
314,2019-20,19,75333.0,Los Angeles,Manhattan Beach Unified,All,All,TA,6610,6,3,0,3,0,0,50.0,0.0,50.0,0.0,0.0
315,2019-20,19,64790.0,Los Angeles,Monrovia Unified,All,All,TA,5586,253,244,5,3,1,0,96.4,2.0,1.2,0.4,0.0
316,2019-20,19,64808.0,Los Angeles,Montebello Unified,All,All,TA,25388,1240,1078,32,92,38,0,86.9,2.6,7.4,3.1,0.0
317,2019-20,19,64816.0,Los Angeles,Mountain View Elementary,All,All,TA,6473,711,670,10,24,7,0,94.2,1.4,3.4,1.0,0.0
318,2019-20,19,64832.0,Los Angeles,Newhall,All,All,TA,6494,145,138,1,4,2,0,95.2,0.7,2.8,1.4,0.0
319,2019-20,19,64840.0,Los Angeles,Norwalk-La Mirada Unified,All,All,TA,17590,4929,4843,26,38,14,8,98.3,0.5,0.8,0.3,0.2
320,2019-20,19,64857.0,Los Angeles,Palmdale Elementary,All,All,TA,24368,303,147,24,109,22,1,48.5,7.9,36.0,7.3,0.3
321,2019-20,19,64865.0,Los Angeles,Palos Verdes Peninsula Unified,All,All,TA,11257,11,10,0,1,0,0,90.9,0.0,9.1,0.0,0.0
322,2019-20,19,64873.0,Los Angeles,Paramount Unified,All,All,TA,15017,149,112,4,28,5,0,75.2,2.7,18.8,3.4,0.0
323,2019-20,19,64881.0,Los Angeles,Pasadena Unified,All,All,TA,18292,824,698,47,29,50,0,84.7,5.7,3.5,6.1,0.0
324,2019-20,19,64907.0,Los Angeles,Pomona Unified,All,All,TA,24279,3671,3081,256,214,119,1,83.9,7.0,5.8,3.2,0.0
325,2019-20,19,75341.0,Los Angeles,Redondo Beach Unified,All,All,TA,10334,19,5,11,2,1,0,26.3,57.9,10.5,5.3,0.0
326,2019-20,19,64931.0,Los Angeles,Rosemead Elementary,All,All,TA,2489,47,44,0,3,0,0,93.6,0.0,6.4,0.0,0.0
327,2019-20,19,73452.0,Los Angeles,Rowland Unified,All,All,TA,14822,3153,3047,53,29,20,4,96.6,1.7,0.9,0.6,0.1
328,2019-20,19,75291.0,Los Angeles,San Gabriel Unified,All,All,TA,7062,73,50,7,12,3,1,68.5,9.6,16.4,4.1,1.4
329,2019-20,19,64964.0,Los Angeles,San Marino Unified,All,All,TA,2999,3,3,0,0,0,0,100.0,0.0,0.0,0.0,0.0
330,2019-20,19,64980.0,Los Angeles,Santa Monica-Malibu Unified,All,All,TA,10582,73,33,25,10,5,0,45.2,34.2,13.7,6.8,0.0
331,2019-20,19,64998.0,Los Angeles,Saugus Union,All,All,TA,10095,93,82,8,2,1,0,88.2,8.6,2.2,1.1,0.0
332,2019-20,19,76968.0,Los Angeles,SBE - Academia Avance Charter,All,All,TA,347,5,4,0,1,0,0,80.0,0.0,20.0,0.0,0.0
333,2019-20,19,77081.0,Los Angeles,SBE - Celerity Himalia,All,All,TA,728,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
334,2019-20,19,77289.0,Los Angeles,SBE - Los Angeles College Prep Academy,All,All,TA,123,3,0,1,2,0,0,0.0,33.3,66.7,0.0,0.0
335,2019-20,19,75663.0,Los Angeles,SBE - New West Charter,All,All,TA,1010,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
336,2019-20,19,76992.0,Los Angeles,SBE - Prepa Tec Los Angeles High,All,All,TA,383,24,21,2,1,0,0,87.5,8.3,4.2,0.0,0.0
337,2019-20,19,75697.0,Los Angeles,SBE - The School of Arts and Enterprise,All,All,TA,846,13,5,2,5,1,0,38.5,15.4,38.5,7.7,0.0
338,2019-20,19,65029.0,Los Angeles,South Pasadena Unified,All,All,TA,5059,15,12,2,1,0,0,80.0,13.3,6.7,0.0,0.0
339,2019-20,19,65037.0,Los Angeles,South Whittier Elementary,All,All,TA,2720,148,140,3,5,0,0,94.6,2.0,3.4,0.0,0.0
340,2019-20,19,65045.0,Los Angeles,Sulphur Springs Union,All,All,TA,5560,325,301,11,12,1,0,92.6,3.4,3.7,0.3,0.0
341,2019-20,19,65052.0,Los Angeles,Temple City Unified,All,All,TA,5767,54,29,1,18,3,3,53.7,1.9,33.3,5.6,5.6
342,2019-20,19,65060.0,Los Angeles,Torrance Unified,All,All,TA,23699,195,122,22,36,15,0,62.6,11.3,18.5,7.7,0.0
343,2019-20,19,65078.0,Los Angeles,Valle Lindo Elementary,All,All,TA,1107,21,1,0,20,0,0,4.8,0.0,95.2,0.0,0.0
344,2019-20,19,73460.0,Los Angeles,Walnut Valley Unified,All,All,TA,14166,47,35,1,9,2,0,74.5,2.1,19.1,4.3,0.0
345,2019-20,19,65094.0,Los Angeles,West Covina Unified,All,All,TA,15343,1639,1558,14,48,19,0,95.1,0.9,2.9,1.2,0.0
346,2019-20,19,65102.0,Los Angeles,Westside Union Elementary,All,All,TA,10296,889,853,30,1,3,2,96.0,3.4,0.1,0.3,0.2
347,2019-20,19,65110.0,Los Angeles,Whittier City Elementary,All,All,TA,6284,746,679,18,42,7,0,91.0,2.4,5.6,0.9,0.0
348,2019-20,19,65128.0,Los Angeles,Whittier Union High,All,All,TA,11642,1083,989,31,37,26,0,91.3,2.9,3.4,2.4,0.0
349,2019-20,19,65136.0,Los Angeles,William S. Hart Union High,All,All,TA,25088,782,703,26,28,22,3,89.9,3.3,3.6,2.8,0.4
350,2019-20,19,65151.0,Los Angeles,Wilsona Elementary,All,All,TA,1366,50,37,13,0,0,0,74.0,26.0,0.0,0.0,0.0
351,2019-20,19,76869.0,Los Angeles,Wiseburn Unified,All,All,TA,4697,9,3,0,3,3,0,33.3,0.0,33.3,33.3,0.0
352,2019-20,20,65177.0,Madera,Alview-Dairyland Union Elementary,All,All,TA,403,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
353,2019-20,20,65185.0,Madera,Bass Lake Joint Union Elementary,All,All,TA,975,37,36,0,1,0,0,97.3,0.0,2.7,0.0,0.0
354,2019-20,20,75606.0,Madera,Chawanakee Unified,All,All,TA,1521,97,93,1,0,3,0,95.9,1.0,0.0,3.1,0.0
355,2019-20,20,65193.0,Madera,Chowchilla Elementary,All,All,TA,2379,39,19,6,11,3,0,48.7,15.4,28.2,7.7,0.0
356,2019-20,20,65201.0,Madera,Chowchilla Union High,All,All,TA,1141,26,19,3,3,1,0,73.1,11.5,11.5,3.8,0.0
357,2019-20,20,75580.0,Madera,Golden Valley Unified,All,All,TA,2270,16,11,5,0,0,0,68.8,31.3,0.0,0.0,0.0
358,2019-20,20,10207.0,Madera,Madera County Superintendent of Schools,All,All,TA,1078,31,21,7,1,2,0,67.7,22.6,3.2,6.5,0.0
359,2019-20,20,65243.0,Madera,Madera Unified,All,All,TA,21940,582,532,19,24,7,0,91.4,3.3,4.1,1.2,0.0
360,2019-20,20,65276.0,Madera,Raymond-Knowles Union Elementary,All,All,TA,84,2,2,0,0,0,0,100.0,0.0,0.0,0.0,0.0
361,2019-20,20,76414.0,Madera,Yosemite Unified,All,All,TA,2193,36,27,7,1,1,0,75.0,19.4,2.8,2.8,0.0
362,2019-20,21,65300.0,Marin,Bolinas-Stinson Union,All,All,TA,96,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
363,2019-20,21,65334.0,Marin,Kentfield Elementary,All,All,TA,1207,11,9,1,1,0,0,81.8,9.1,9.1,0.0,0.0
364,2019-20,21,65342.0,Marin,Laguna Joint Elementary,All,All,TA,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
365,2019-20,21,65359.0,Marin,Lagunitas Elementary,All,All,TA,250,2,0,2,0,0,0,0.0,100.0,0.0,0.0,0.0
366,2019-20,21,65367.0,Marin,Larkspur-Corte Madera,All,All,TA,1562,6,1,3,2,0,0,16.7,50.0,33.3,0.0,0.0
367,2019-20,21,65375.0,Marin,Lincoln Elementary,All,All,TA,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
368,2019-20,21,10215.0,Marin,Marin County Office of Education,All,All,TA,436,5,4,1,0,0,0,80.0,20.0,0.0,0.0,0.0
369,2019-20,21,65391.0,Marin,Mill Valley Elementary,All,All,TA,2893,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
370,2019-20,21,65318.0,Marin,Miller Creek Elementary,All,All,TA,2079,54,53,1,0,0,0,98.1,1.9,0.0,0.0,0.0
371,2019-20,21,65409.0,Marin,Nicasio,All,All,TA,42,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
372,2019-20,21,65417.0,Marin,Novato Unified,All,All,TA,8002,197,172,20,4,1,0,87.3,10.2,2.0,0.5,0.0
373,2019-20,21,65425.0,Marin,Reed Union Elementary,All,All,TA,1327,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
374,2019-20,21,65433.0,Marin,Ross Elementary,All,All,TA,387,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
375,2019-20,21,75002.0,Marin,Ross Valley Elementary,All,All,TA,2083,5,0,5,0,0,0,0.0,100.0,0.0,0.0,0.0
376,2019-20,21,65458.0,Marin,San Rafael City Elementary,All,All,TA,4690,713,710,0,3,0,0,99.6,0.0,0.4,0.0,0.0
377,2019-20,21,65466.0,Marin,San Rafael City High,All,All,TA,2871,351,348,1,1,0,1,99.1,0.3,0.3,0.0,0.3
378,2019-20,21,65474.0,Marin,Sausalito Marin City,All,All,TA,506,7,4,3,0,0,0,57.1,42.9,0.0,0.0,0.0
